raph,0.4423454416160349
miguel,0.7215608093221058
jacob,0.11049193310427521
macricht,0.06917535960915464
clahey,0.0937763978708472
rconover,0.020450764548034583
federico,0.3446755578382331
stric,0.06411733833826704
timg,0.05456209383472662
notzed,0.08096280954951486
tigert,0.20412603721261446
lewing,0.11341262409815522
pat,0.06298297879721843
munizao,0.006130305140129978
joedecker,0.004007348630795398
shawn,0.06497872487775841
hp,0.18415061226441276
timj,0.16996537083806906
andersca,0.15760367779389461
nether,0.024788530889456095
jrb,0.08145712253824883
vicious,0.1333104875707063
kenelson,0.037798799448899016
cipher,0.007069135391987801
rhult,0.03086989554782997
yosh,0.261060201360671
DV,0.13817583900585478
jmacd,0.03300310617263217
Centove,0.023515218960203525
xach,0.10281300083383255
sjburges,0.034992728101865093
Slow,0.03263264127580924
shaver,0.19042233190256602
goran,0.009877970077868049
ole,0.05092594929442676
isenguard,0.008820207590670419
kmaraas,0.027372229219974415
kroah,0.043487414766191605
mwimer,0.036210357642275114
jamesh,0.11627979445967943
ramiro,0.06275348412062073
Aiken,0.02399178348812758
terral,0.04624876192557753
bernhard,0.02539382906719039
daw,0.02577525436928927
louie,0.020114789442309017
Qbert,0.027760878008489958
cannam,0.013717658714926717
rbrady,0.017482740253914407
cullenfluffyjennings,0.010148809265767273
patrick,0.009030651375917197
scandal,0.07265652269237027
ben,0.12301797491562332
chexum,0.008917719427814061
iang,0.00985301736699328
jfoster,0.028008042398822104
Damian,0.0023101567772981155
andrei,0.09275358439153178
idcmp,0.03109859209738025
shew,0.0028826019348788417
kmself,0.028245733635702718
steintr,0.006136314137824951
rakholh,0.031916272545659194
bombadil,0.032901380342804806
strick,0.00633850837607546
dsb3,0.0019950787310625702
sterwill,0.016242492824378542
dcm,0.056402819725604146
mishan,0.0347253265664379
chip,0.08781978493487004
barryp,0.008142898799669401
duncan,0.00627907381950582
sopwith,0.16254012714593993
bratsche,0.021710634792465718
jch,0.0375111406987396
wmf,0.019872810839247895
katim,0.004234042655231243
davewiner,0.02425873807641907
tansaku,0.0061350576417620855
GrahamAsher,0.006422384849461317
tttt,0.06821069588818099
glyph,0.040296947457329216
aaronsw,0.057850935338083324
itp,0.03157468283807952
Adrian,0.15593591672642668
bit,0.035188140665181486
jlbec,0.033892434185513014
advogato,0.07467652675271347
campd,0.04400686892812405
martin,0.040010802427181566
