/people/appointed_role/appointment./people/appointment/appointed_by	[-0.060841438386408896, 0.3030863737419652, 0.11907773216517488, -0.12341477530837626, -0.009196207257159585, -0.05325347739396064, -0.0438896224497092, 0.08640900972875783, -0.26807654354612054, -0.11164330088967347, -0.16337425903327465, 0.299150317944055, 0.054464905562510366, -0.013979557775376303, 0.13005549471514893, 0.26077538613347806, 0.20375123267644185, 0.020734766168805503, 0.16410245757371886, -0.058962376572593136, -0.11595825982062108, -0.08623882039006886, 0.2634922956415492, -0.016242076501170155, 0.10943118167778618, -0.15439815085702854, 0.060009116603015285, 0.040483260442031016, -0.17342984923790472, 0.06664761851763125, -0.2644978377638821, -0.09648592209964571, 0.19211904010803835, -0.09244042783677352, 0.13431858294399704, -0.08344640179823515, 0.09940704327974458, 0.103278082454995, -0.04550942488005601, -0.04562840013077867, -0.20285713076017756, 0.0012967709361719059, 0.0069825490019372145, -0.15249129346973922, -0.13164353717268262, 0.14372292593774072, 0.0473868319815667, -0.09451648395359515, -0.13903087280469684, -0.1680543287134234]
/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency	[-0.17287535659439798, 0.13108494063454754, -0.14452654535028703, -0.16021577083899932, -0.20250627934753634, -0.030617483663596384, -0.18862154779516602, -0.036290255789871856, -0.06362464425455232, 0.1214817059728982, 0.010738631863152784, -0.13373606582172723, 0.13052222700509322, -0.14437481075849018, 0.0022625519126228655, -0.010864126192244363, -0.034929667560810805, -0.11391754565483529, -0.1557890666542972, 0.12455078467351506, 0.02316045536818622, -0.03743553146271828, 0.16051169365465176, -0.0504287511784652, -0.04548043701481985, -0.21082322717405128, -0.058355064168525456, 0.23114202293796746, 0.20967868456501668, -0.25208430899952655, -0.17707576119609145, -0.2730169988064896, 0.049929219749776446, 0.0373004508839794, 0.005239672689027023, -0.24137556168102486, -0.1053807387414803, -0.23377020208203603, -0.0970291534127535, -0.01624989312856567, -0.013269082629287767, 0.11689149016599748, -0.026736501634882406, -0.08632416415924091, -0.24495996566095438, -0.10085552397222289, 0.09815611695903753, -0.09560274183738879, 0.2054377670561764, 0.24693277887231588]
/tv/tv_series_episode/guest_stars./tv/tv_guest_role/actor	[0.04028207367278609, 0.2936667993235389, 0.13550014395605522, 0.20198250618829316, -0.18374265023531655, -0.04792476942793826, -0.07715251937377651, -0.3023554155972237, -0.0577077143573019, -0.007023565360198891, -0.13321595980703696, -0.05044221109284616, -0.03744879553131876, -0.1604595427245398, 0.09511569507294498, 0.17617811458590593, -0.1062570490616215, 0.016728629418120703, 0.071459229917959, -0.0007728862645148209, -0.03201206437806259, -0.12293907516852161, 0.19258487568214025, 0.14788934668448575, -0.06400270554630563, 0.12473687639925994, -0.25199867406486054, 0.13608719943601114, 0.024099913494598908, -0.023038419484934326, -0.2375919230508041, 0.011445213603943597, 0.29462435522438774, -0.011690109844776152, 0.1710729452950244, -0.09857269880510794, 0.21323906355184202, 0.006181294056269564, 0.07928744336164253, 0.04472584832407475, 0.24583682741348753, 0.19592099820357112, 0.0887601817595966, 0.0607867503386907, 0.06811873910496066, 0.009233385862527066, 0.2184803857409423, 0.08765946729281175, -0.1594978689497948, -0.04244223214310581]
/music/performance_role/track_performances./music/track_contribution/contributor	[-0.22071035928712723, 0.16499123250988848, 0.05667805980004062, 0.1472104940156128, -0.06162120470319819, 0.03017431220039043, -0.08138591003789762, 0.18176668438931856, -0.16201591081295266, 0.2306229514742753, -0.08553757524778129, 0.1074456066486861, 0.030459227286655847, -0.11839213152062467, 0.15239780830320068, 0.08444101117547557, 0.07066948380920474, 0.01572757414254508, -0.09144870517696825, -0.024644622100812832, -0.012689558968351505, -0.10359108743673917, 0.053657632425251206, -0.09078167151535523, -0.08594350923185172, -0.25460573358018057, 0.0197737427038824, -0.16540277162252973, -0.15481953922344216, 0.10282790445359179, -0.057515434719087204, -0.49266692235616283, 0.01286951215744932, -0.0987864759264313, -0.2357119574797611, -0.08987432509540225, 0.1536429798975134, 0.012194517592923282, -0.19090184118761583, 0.059285050819165595, -0.08298304426768044, 0.06814192471722146, 0.18798611248605845, 0.0579629110780002, -0.11285365052802102, -0.0018140246913973157, 0.10796497117558052, -0.11207621238404807, 0.20705779617471087, -0.16469974884124589]
/medicine/disease/prevention_factors	[0.20775347594193477, 0.2008222451342498, 0.12799063198461885, -0.03635236059014851, -0.011023026953664907, -0.1490968492530147, -0.24700678592311306, -0.22456425905880759, 0.06747853670825046, -0.03637216912099336, -0.15204059750272284, -0.019999266925087446, -0.2642637420743045, -0.23122883521141777, 0.09465869809293381, 0.17730138678881807, -0.051099279868184265, -0.046839076371426716, -0.0055765219241626415, -0.02079571892912462, 0.15864505762405742, 0.08542261250105204, 0.00459059423349251, -0.07640450547864566, 0.06279595759023157, -0.05796286864219351, -0.15390666555276178, -0.03441259638689801, -0.02554185718255094, 0.16085355469228774, -0.040763285129737065, 0.006509282424754494, 0.14001867447952052, -0.1115344495679286, 0.21740361079317044, 0.023834132676088124, -0.051569162236836844, -0.26332361928875336, 0.09523952269743795, 0.2315906569501775, -0.03291796708919517, 0.2769643262363846, 0.21850144535572977, -0.07209642854881211, 0.1964516416784126, -0.08639509735683197, -0.19204509235296066, 0.0030201399829059465, -0.09762031495977305, 0.17358761563678668]
/organization/organization_member/member_of./organization/organization_membership/organization	[0.010283265587815322, -0.03277395009910381, 0.0013639332466675606, -0.10589151990222598, 0.12235645830945445, 0.14935082459973825, 0.0014233054376976298, -0.0680856046603797, 0.015403446598641981, -0.029152406159900682, 0.07412136076872772, -0.13325212719383384, -0.42596264433466147, -0.06673543081590963, -0.01882923625057775, -0.010352208730511757, -0.10843612779459874, 0.0019438324650169513, -0.1561933955842734, -0.010630976104881331, -0.6130869894425524, -0.15427711016714882, 0.06081715223578672, -0.07294064756431261, 0.06501446400211912, 0.11565880821521826, -0.0382041654222788, -0.13270135083077175, 0.042434700396225385, -0.045265452201758864, 0.06962875233914807, -0.057993552988537415, -0.13731951061594233, 0.10767067904189333, -0.01590174075905446, 0.13363936796826584, -0.09374684389611948, -0.06379921096230462, -0.1921933015356552, -0.01553586864013303, -0.026698498195481903, 0.03015727328462145, 0.023712097780494507, 0.05464010597812685, -0.08796245363479764, 0.02664432414571707, -0.09181820874696175, 0.329462710761659, 0.10744860628726101, 0.023515183800858864]
/american_football/football_player/receiving./american_football/player_receiving_statistics/season	[0.049387846652901524, 0.1652581959930351, -0.19653604427666743, -0.10353520405503877, 0.021583241157275165, -0.03935030978948211, -0.1981051664721197, 0.16196209337004716, -0.11647809940168134, -0.1684245104791852, 0.03651945289267408, 0.06338295006745646, -0.19557655368284266, 0.09903821350953136, -0.07380220188191167, 0.08120451620624544, 0.1730422712029015, 0.08106616274305163, -0.15218389620033582, 0.06541638394673346, 0.18667377802315976, 0.112495664299782, 0.05313994439983217, -0.1894534548905908, -0.022500549291025736, 0.02497445592180658, -0.061105377900847205, -0.12943202202747797, 0.08242914062948467, 0.05628078355520055, -0.13799493022940912, -0.15990782453628877, -0.24338683185414026, 0.17136480673916704, -0.21233402032454207, -0.10449289309380515, 0.19604417283390424, 0.2746860779191867, 0.04503494254685036, -0.08496364528463707, -0.014359266318703927, -0.17805494920973455, 0.2099736850574371, -0.21378657708206816, -0.25935042951500337, -0.19865849240112973, 0.0766656082802487, 0.06883779522214364, -0.11294468178426628, 0.01089967120299608]
/user/narphorium/people/wealthy_person/net_worth./measurement_unit/dated_money_value/currency	[0.019194040733037477, 0.031365848517404066, 0.15025217170192573, 0.12215677570122707, 0.026214838964395634, -0.027948979563612062, -0.17689604360700406, -0.14329858099419562, -0.20639648402746869, -0.10905096217814235, 0.04508627433781674, 0.008467914946219872, 0.10964293687008908, -0.048325645387837714, 0.03319255655244267, 0.022341763208988542, 0.16313480208403366, 0.04625498686557649, 0.06446582599505117, -0.10807303092940583, 0.15852008596649017, 0.0628084127458439, -0.12989608685804985, 0.09200709257657406, 0.04236714792712176, 0.0494221628362867, 0.08602209510901025, 0.04825453822423433, 0.21465829010008422, -0.1177245416829353, 0.10904416963961983, -0.039300880079544784, -0.17063154587424698, 0.07938676239490366, 0.25034974740371113, 0.17655452999637833, -0.2316173631347323, 0.0376112073840454, -0.1943116675737432, 0.3138211429771908, -0.18353880825024213, -0.19994035400501572, -0.15584802254850363, 0.19937037373166175, 0.15124602910738, 0.009257141217714367, 0.09328904541105948, -0.3276847083915579, -0.2071095715241759, 0.09360254613859165]
/sports/sports_team/roster./soccer/football_roster_position/player	[-0.09267671118992424, 0.018336135165283953, -0.03854828637829734, -0.20094442424732287, -0.058907156274837336, -0.025507052349944957, -0.17268262364209144, -0.029987169352804217, -0.043096535783940855, -0.03197344127354776, 0.15773906646954575, 0.07489495752481816, -0.021674681157563287, -0.08347423970896978, 0.06836276091741839, -0.07641574311819178, -0.06525924208997068, -0.12195038035670733, 0.08744377867029084, 0.06241865418373166, 0.032020444713532555, -0.02341559995893181, 0.1176699504038536, -0.0684950890633665, -0.0038223396131191107, -0.025703845769677776, 0.07441333248137878, -0.07793995047112617, 0.1449468790068173, -0.7746098664233276, 0.1383781115373433, 0.011293912202399404, 0.1451642983928982, -0.09902613325105271, -0.10001391258066553, 0.005634855302959383, 0.08041274446686644, -0.08213782300536077, -0.0029210240200133104, 0.10170827938655068, 0.06267817970806534, 0.1621367883279321, 0.04183787010523509, 0.11608207210525086, -0.07923469242378703, 0.10469832950299189, 0.15502158728415885, -0.07075095260382207, 0.004085352569185694, -0.058791038632076166]
/business/company_type/companies_of_this_type	[0.03387007081981543, 0.020314653275164126, 0.009686047942870408, 0.12770549146271973, -0.19775823141207766, -0.039330416439326284, 0.1521196625070855, -0.08010417237061336, -0.01584291594670378, -0.1502097302155692, -0.18315461565449753, -0.1210014942249813, 0.4196084307965489, 0.08825766777282704, 0.13766677896000262, 0.12798727902303347, 0.13391262175101767, -0.07733424301868874, 0.045590090393359095, 0.04919941646443735, 0.04707846525089469, 0.0026939582080486935, 0.05134120821223621, 0.07390189751398248, 0.2044348736967636, 0.002781560581302071, 0.17661602813148536, -0.21825221992076, -0.2765985264754498, -0.0062075219778200165, 0.06095360186423834, 0.051942199701404124, 0.18546290221509007, -0.05716490354051554, 0.11574759860781188, -0.14438199082639172, 0.09726921273461428, -0.002192577933078937, -0.2911728980832557, -0.2660112792519225, -0.022568900054388313, -0.03319283792434178, -0.05374751201569433, -0.2578114544733375, -0.0060057018136839115, -0.2507093613638845, 0.004228762591856025, 0.00827915272039589, -0.05044863383330686, 0.07683258557228331]
